City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Komsomolskiy,UZ,40.4272,71.7189,59.0,41,3,11.5,clear sky
347,Qaanaaq,GL,77.484,-69.3632,17.82,91,100,5.41,light snow
348,Bilibino,RU,68.0546,166.4372,5.07,63,10,1.77,clear sky
349,Dong Hoi,VN,17.4833,106.6,82.67,69,24,9.17,few clouds
350,Lilongwe,MW,-13.9669,33.7873,64.4,94,75,3.44,broken clouds
351,Tari,NG,12.4086,4.4914,79.56,7,14,4.94,few clouds
352,Zacualpan,MX,21.25,-105.1667,75.2,83,75,4.5,broken clouds
353,Arteaga,MX,18.4667,-102.4167,61.92,63,84,3.27,broken clouds
354,Rio Grande,BR,-32.035,-52.0986,62.01,88,73,5.99,broken clouds
355,Constitucion,CL,-35.3333,-72.4167,58.89,74,0,9.78,clear sky
356,Tucuman,AR,-26.8241,-65.2226,60.8,77,0,6.91,clear sky
357,Tautira,PF,-17.7333,-149.15,82.4,69,75,6.91,broken clouds
358,Hasaki,JP,35.7333,140.8333,66.99,45,40,14.97,scattered clouds
359,Korla,CN,41.7597,86.1469,55.89,37,40,21.21,scattered clouds
360,Yichang,CN,30.7144,111.2847,69.01,58,94,4.74,overcast clouds
361,Mineiros,BR,-17.5694,-52.5511,64.74,55,0,2.26,clear sky
362,Luderitz,NA,-26.6481,15.1594,73.24,45,0,5.39,clear sky
363,Novo Aripuana,BR,-5.1206,-60.3797,74.07,97,100,2.28,light rain
364,Gao,ML,16.6362,1.637,83.77,8,0,10.33,clear sky
365,Batesville,US,35.7698,-91.641,66.2,42,1,10.36,clear sky
366,Mersing,MY,2.4312,103.8405,87.8,79,40,5.75,scattered clouds
367,Aquiraz,BR,-3.9014,-38.3911,78.8,89,0,3.44,clear sky
368,Kirakira,SB,-10.4544,161.9205,81.79,77,94,3.67,overcast clouds
369,Half Moon Bay,US,37.4636,-122.4286,51.8,87,90,6.91,mist
370,Qasigiannguit,GL,68.8193,-51.1922,33.8,55,20,14.97,few clouds
371,Morehead,US,37.2711,-87.1764,48.99,71,1,5.75,clear sky
372,Klaksvik,FO,62.2266,-6.589,32.0,80,75,10.56,broken clouds
373,Sangar,RU,63.9242,127.4739,18.12,73,32,1.72,scattered clouds
374,Bonaventure,CA,48.0457,-65.4926,50.0,71,96,10.36,overcast clouds
375,Soanierana Ivongo,MG,-16.9167,49.5833,77.0,94,90,11.5,light rain
376,Port Augusta,AU,-32.5,137.7667,73.4,28,96,13.8,overcast clouds
377,Pasni,PK,25.2631,63.471,79.79,51,0,9.06,clear sky
378,Namwala,ZM,-15.7504,26.4384,55.4,94,20,3.71,few clouds
379,Bilma,NE,18.6853,12.9164,78.84,12,1,9.89,clear sky
380,Maniitsoq,GL,65.4167,-52.9,27.93,62,67,4.85,broken clouds
381,Dixon,US,38.4455,-121.8233,64.4,48,1,7.4,clear sky
382,Nova Bystrice,CZ,49.0193,15.1032,39.99,91,35,1.99,scattered clouds
383,Bac Lieu,VN,9.285,105.7244,86.67,64,100,15.7,overcast clouds
384,Araripe,BR,-7.2125,-40.0461,67.32,94,99,6.76,light rain
385,Namibe,AO,-15.1961,12.1522,79.29,67,15,3.0,few clouds
386,Armizonskoye,RU,55.9461,67.6736,38.8,88,95,8.81,overcast clouds
387,Saint-Pierre,RE,-21.3393,55.4781,81.0,73,0,4.61,light rain
388,Torquay,GB,50.4638,-3.5143,37.99,16,32,10.09,scattered clouds
389,Lang Suan,TH,9.9456,99.0785,89.6,66,75,4.61,broken clouds
390,Tono,JP,39.3167,141.5333,64.4,32,20,20.71,few clouds
391,Port Hedland,AU,-20.3167,118.5667,91.4,62,34,14.97,scattered clouds
392,Whitianga,NZ,-36.8333,175.7,73.99,85,58,1.99,broken clouds
393,Sao Filipe,CV,14.8961,-24.4956,74.95,68,76,8.66,broken clouds
394,Ostersund,SE,63.1792,14.6357,28.99,80,0,10.36,clear sky
395,Maldonado,UY,-34.6667,-54.9167,66.2,63,40,17.27,scattered clouds
396,Lebyazhye,RU,55.2689,66.4947,39.88,81,89,9.42,overcast clouds
397,Lagoa,PT,39.05,-27.9833,60.91,86,4,9.1,clear sky
398,Ambunti,PG,-4.2365,142.8448,85.75,66,100,2.82,overcast clouds
399,Wilmington,US,34.2257,-77.9447,66.2,82,1,8.05,clear sky
400,Havoysund,NO,70.9963,24.6622,32.0,69,40,25.32,snow
401,Kununurra,AU,-15.7667,128.7333,95.0,41,40,8.05,scattered clouds
402,Sri Aman,MY,1.2376,111.4621,86.0,70,40,2.3,moderate rain
403,Omsukchan,RU,62.5333,155.8,-1.52,87,100,7.09,overcast clouds
404,Mubi,NG,10.2676,13.2644,78.33,13,98,3.13,overcast clouds
405,Port Moresby,PG,-9.4431,147.1797,87.8,66,40,12.66,haze
406,Kralendijk,BQ,12.15,-68.2667,78.8,89,20,14.97,few clouds
407,Husavik,IS,66.0449,-17.3389,30.2,93,0,4.61,clear sky
408,Tirumullaivasal,IN,11.2333,79.8333,86.72,62,56,7.14,broken clouds
409,Willowmore,ZA,-33.2926,23.4895,59.49,66,99,3.71,overcast clouds
410,Kainantu,PG,-6.2887,145.8655,67.57,87,100,1.86,overcast clouds
411,Chiredzi,ZW,-21.05,31.6667,60.4,87,0,2.21,clear sky
412,Dikson,RU,73.5069,80.5464,28.6,95,100,22.55,light snow
413,Namioka,JP,40.7072,140.5894,66.0,16,0,5.75,clear sky
414,Alice Springs,AU,-23.7,133.8833,80.01,25,24,10.36,few clouds
415,Longyan,CN,25.1072,117.0225,89.01,37,6,3.0,clear sky
416,Sur,OM,22.5667,59.5289,85.48,47,0,4.21,clear sky
417,Asfi,MA,32.2994,-9.2372,58.15,86,99,11.9,overcast clouds
418,De-Kastri,RU,51.4667,140.7833,35.35,68,100,7.14,overcast clouds
419,Axim,GH,4.8699,-2.2405,79.72,86,60,5.55,broken clouds
420,Same,TZ,-4.0667,37.7333,67.55,90,100,3.8,overcast clouds
421,Sainte-Thecle,CA,46.8168,-72.4991,46.0,75,100,3.44,overcast clouds
422,Kadhan,PK,24.481,68.9859,89.15,27,0,11.79,clear sky
423,Khandagayty,RU,50.7333,92.05,40.48,22,14,3.8,few clouds
424,Cherskiy,RU,68.75,161.3,-3.91,80,28,2.3,scattered clouds
425,Otjimbingwe,NA,-22.35,16.1333,67.66,46,0,7.16,clear sky
426,Belaya Gora,RU,68.5333,146.4167,4.46,79,14,6.76,few clouds
427,Tiarei,PF,-17.5333,-149.3333,82.4,69,75,6.91,broken clouds
428,Dombasle-Sur-Meurthe,FR,48.6252,6.3497,35.6,87,0,2.3,clear sky
429,Poum,NC,-20.2333,164.0167,78.62,82,100,11.23,overcast clouds
430,Oktyabrskiy,RU,54.4815,53.471,48.34,83,100,2.01,light rain
431,Grimbergen,BE,50.9333,4.3667,33.8,93,40,6.91,scattered clouds
432,Beipiao,CN,41.7919,120.7792,54.84,64,100,17.36,light rain
433,Landeck,AT,47.1301,10.5636,44.01,100,90,3.44,mist
434,Shakawe,BW,-18.3667,21.85,58.23,63,3,3.83,clear sky
435,Boende,CD,-0.2167,20.8667,66.78,94,100,1.52,overcast clouds
436,Laguna,US,38.421,-121.4238,64.4,48,1,6.91,clear sky
437,Meulaboh,ID,4.1363,96.1285,82.54,75,57,7.18,broken clouds
438,Port Pirie,AU,-33.1833,138.0167,73.4,28,92,13.8,overcast clouds
439,Wladyslawowo,PL,54.7909,18.4009,46.4,71,0,3.44,clear sky
440,Antofagasta,CL,-23.65,-70.4,60.8,72,0,3.44,clear sky
441,Serenje,ZM,-13.2325,30.2352,57.24,98,41,5.59,scattered clouds
442,Gusau,NG,12.1628,6.6614,80.24,12,31,8.79,scattered clouds
443,Kemijarvi,FI,66.7131,27.4306,26.51,95,21,6.76,few clouds
444,Sinnamary,GF,5.3833,-52.95,76.75,88,59,4.03,broken clouds
445,Saint-Joseph,RE,-21.3667,55.6167,81.0,73,0,4.61,light rain
446,Vila Franca Do Campo,PT,37.7167,-25.4333,62.6,94,75,9.22,broken clouds
447,Besikduzu,TR,41.052,39.2284,48.2,87,75,5.75,broken clouds
448,Soyo,AO,-6.1349,12.3689,76.96,84,100,6.15,light rain
449,Santa Cruz,BO,-17.8,-63.1667,64.18,65,96,14.09,overcast clouds
450,Raichur,IN,16.2,77.3667,88.81,35,2,10.76,clear sky
451,Jacareacanga,BR,-6.2222,-57.7528,72.77,96,84,1.63,light rain
452,Kamsack,CA,51.5667,-101.9009,30.2,86,90,20.71,light snow
453,Ayagoz,KZ,47.9714,80.4392,53.22,25,0,16.04,clear sky
454,Campoverde,PE,-8.4753,-74.8058,72.16,98,77,1.39,broken clouds
455,Pustoshka,RU,56.3355,29.369,42.58,83,81,7.76,broken clouds
456,Beira,MZ,-19.8436,34.8389,77.0,88,75,6.08,broken clouds
457,Pingliang,CN,35.5392,106.6861,52.0,16,5,3.0,clear sky
458,Tambo Grande,PE,-4.9269,-80.3447,77.16,68,100,4.88,light rain
459,Tual,ID,-5.6667,132.75,83.43,72,24,8.77,few clouds
460,Sept-Iles,CA,50.2001,-66.3821,51.8,66,90,6.91,overcast clouds
461,Arrifes,PT,37.7667,-25.7,62.6,94,75,9.22,broken clouds
462,Kudahuvadhoo,MV,2.6708,72.8944,82.51,72,45,6.64,scattered clouds
463,Contamana,PE,-7.3333,-75.0167,73.06,92,98,1.23,overcast clouds
464,Tutoia,BR,-2.7619,-42.2744,76.05,89,100,7.02,overcast clouds
465,San Felipe,VE,10.3399,-68.7425,72.46,97,100,1.05,overcast clouds
466,Grand Gaube,MU,-20.0064,57.6608,81.0,81,56,5.99,light rain
467,San Pedro,PH,14.35,121.0167,89.01,58,75,6.91,broken clouds
468,Mocuba,MZ,-16.8392,36.9856,68.22,97,100,2.62,overcast clouds
469,Charcas,MX,23.1333,-101.1167,66.38,7,29,6.02,scattered clouds
470,Dakar,SN,14.6937,-17.4441,68.0,88,0,9.22,clear sky
471,Terrace,CA,54.5163,-128.6035,37.4,56,90,5.75,overcast clouds
472,Villa Rica,US,33.7321,-84.9191,55.99,73,0,1.99,clear sky
473,Svetlogorsk,BY,52.6333,29.7333,41.34,77,0,6.26,clear sky
474,Coahuayana,MX,18.7333,-103.6833,69.21,86,74,2.46,broken clouds
475,Jalu,LY,29.0331,21.5482,56.79,22,8,10.13,clear sky
476,Amanganj,IN,24.4333,80.0333,80.6,50,2,5.5,haze
477,Kannod,IN,22.6667,76.7333,92.82,22,33,1.28,scattered clouds
478,Severo-Kurilsk,RU,50.6789,156.125,35.8,94,80,14.25,broken clouds
479,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,77.0,83,0,3.44,clear sky
480,North Vernon,US,39.0062,-85.6236,48.0,92,100,1.99,overcast clouds
481,Araouane,ML,18.9048,-3.5265,80.94,14,0,11.14,clear sky
482,Gandu,BR,-13.7439,-39.4867,67.64,99,67,1.77,broken clouds
483,Mount Gambier,AU,-37.8333,140.7667,64.4,52,90,5.75,overcast clouds
484,Kibala,TD,9.1104,18.3463,82.4,51,0,6.91,clear sky
485,Launceston,AU,-41.45,147.1667,63.0,44,75,6.91,broken clouds
486,Yerofey Pavlovich,RU,53.9667,121.9667,23.0,37,55,8.84,broken clouds
487,Nara,JP,34.6851,135.8049,73.0,43,75,11.5,broken clouds
488,Yarada,IN,17.65,83.2667,86.02,59,0,4.61,clear sky
489,Beaverlodge,CA,55.2166,-119.4361,30.2,69,75,6.91,broken clouds
490,Faanui,PF,-16.4833,-151.75,81.32,76,100,10.18,light rain
491,Mana,GF,5.6592,-53.7767,76.44,88,40,3.69,scattered clouds
492,Awbari,LY,26.5921,12.7805,70.2,19,87,13.69,overcast clouds
493,San Gabriel,US,34.0961,-118.1058,60.8,77,40,3.44,scattered clouds
494,Sobolevo,RU,54.4299,31.8996,41.72,79,0,6.93,clear sky
495,Wasilla,US,61.5814,-149.4394,30.99,55,90,5.75,overcast clouds
496,Nelson Bay,AU,-32.7167,152.15,66.2,42,0,12.66,clear sky
497,Zermatt,CH,46.0213,7.7491,39.99,100,87,14.97,snow
498,Hami,CN,42.8,93.45,55.02,34,95,6.96,overcast clouds
499,Neya,RU,58.2972,43.8681,38.21,87,58,4.54,broken clouds
500,Vardo,NO,70.3705,31.1107,32.0,69,0,20.71,clear sky
501,Humaita,BR,-7.5061,-63.0208,71.56,99,100,2.1,overcast clouds
502,Kargopol,RU,61.5071,38.9456,32.67,79,37,4.43,scattered clouds
503,Jaguaribe,BR,-5.8906,-38.6219,73.15,95,100,3.65,heavy intensity rain
504,Farafangana,MG,-22.8167,47.8333,73.67,87,76,6.31,broken clouds
505,Concepcion,CL,-36.827,-73.0498,57.2,88,0,10.36,clear sky
506,Baghdad,IQ,33.3406,44.4009,62.6,34,0,3.44,clear sky
507,Myaundzha,RU,63.0494,147.1858,3.74,62,94,3.85,overcast clouds
508,Magistralnyy,RU,56.1725,107.4458,30.2,78,100,6.15,overcast clouds
509,Budelsdorf,DE,54.3167,9.6833,35.01,93,40,4.61,scattered clouds
510,Agirish,RU,61.9247,63.0231,38.07,75,6,12.33,clear sky
511,Mazyr,BY,52.0495,29.2456,40.69,75,0,6.2,clear sky
512,Tateyama,JP,34.9833,139.8667,64.4,48,20,13.8,few clouds
513,Pitsunda,GE,43.1592,40.3378,46.4,93,90,4.47,overcast clouds
514,Sinait,PH,17.8664,120.4583,87.8,62,40,9.22,scattered clouds
515,Yelovo,RU,57.0538,54.9207,39.9,83,100,4.5,overcast clouds
516,Manitowoc,US,44.0667,-87.8001,50.0,93,1,3.89,clear sky
517,Samarai,PG,-10.6167,150.6667,81.97,61,13,12.24,few clouds
518,Namatanai,PG,-3.6667,152.4333,83.17,69,66,7.07,light rain
519,Vestmannaeyjar,IS,63.4427,-20.2734,41.25,89,100,16.84,overcast clouds
520,Kalat,PK,29.0225,66.5916,65.37,15,9,6.13,clear sky
521,Houma,US,29.5958,-90.7195,62.6,82,1,5.46,clear sky
522,Arawa,PG,-6.2132,155.5367,81.93,83,84,0.54,light rain
523,Aginskoye,RU,51.1,114.53,29.75,17,3,14.36,clear sky
524,Makat,KZ,47.6469,53.3463,57.15,34,4,15.75,clear sky
525,Broken Hill,AU,-31.95,141.4333,62.6,34,39,5.75,scattered clouds
526,Jijiga,ET,9.35,42.8,65.37,69,37,5.14,scattered clouds
527,Tocopilla,CL,-22.092,-70.1979,66.4,73,71,2.62,broken clouds
528,Manuk Mangkaw,PH,4.8,119.85,83.55,75,96,10.42,overcast clouds
529,Ewo,CG,-0.8725,14.8206,71.65,94,100,0.78,overcast clouds
530,Karratha,AU,-20.7377,116.8463,88.63,59,49,14.58,light rain
531,Coruripe,BR,-10.1256,-36.1756,77.07,85,100,3.04,overcast clouds
532,Coolum Beach,AU,-26.5333,153.1,73.0,70,49,1.99,scattered clouds
533,Williston,US,48.147,-103.618,33.01,75,100,8.01,overcast clouds
534,Tres Arroyos,AR,-38.3739,-60.2798,54.97,62,0,8.05,clear sky
535,Verkhoyansk,RU,67.5447,133.385,9.82,73,83,4.65,broken clouds
536,Asau,RO,46.4333,26.4,42.01,46,1,3.85,clear sky
537,Qiongshan,CN,20.0058,110.3542,86.0,58,40,6.71,scattered clouds
538,Shimoda,JP,34.6667,138.95,64.4,48,20,13.8,few clouds
539,Daru,PG,-9.0763,143.2092,85.42,61,80,4.45,broken clouds
540,Quepos,CR,9.4236,-84.1652,69.8,94,0,5.75,clear sky
541,Troitskoye,RU,52.9821,84.6757,35.67,90,49,2.1,scattered clouds
542,Rabo De Peixe,PT,37.8,-25.5833,62.6,94,75,9.22,broken clouds
543,Salalah,OM,17.0151,54.0924,82.4,69,20,1.14,few clouds
544,Mayumba,GA,-3.432,10.6554,77.88,89,99,4.79,overcast clouds
545,Kapit,MY,2.0167,112.9333,92.46,51,83,1.59,broken clouds
546,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,72.79,98,54,2.91,broken clouds
547,Salina,US,38.8403,-97.6114,51.8,54,1,12.66,clear sky
548,Sokoni,TZ,-6.4333,39.55,77.0,88,75,13.8,moderate rain
549,Mufumbwe,ZM,-13.6833,24.8,55.4,97,18,4.88,few clouds
550,Nokaneng,BW,-19.6667,22.2667,61.48,44,0,6.13,clear sky
551,Oranjemund,NA,-28.55,16.4333,64.98,65,1,4.52,clear sky
552,Gizo,SB,-8.103,156.8419,82.15,75,74,5.77,light rain
553,Nacogdoches,US,31.6002,-94.6335,57.99,71,1,6.11,clear sky
554,Pisco,PE,-13.7,-76.2167,68.0,77,0,11.5,clear sky
555,Lincoln,US,40.8,-96.667,50.0,46,1,12.66,clear sky
556,Evensk,RU,61.95,159.2333,14.94,62,14,6.2,few clouds
557,Okrika,NG,4.7416,7.0849,77.95,87,100,4.52,overcast clouds
558,Doka,SD,13.5167,35.7667,77.9,27,12,9.98,few clouds
559,Balkhash,KZ,46.844,74.9804,57.2,23,0,31.32,clear sky
560,Canaries,ES,28.0,-15.5,66.2,72,20,11.5,few clouds
561,Katobu,ID,-4.9408,122.5276,88.39,54,12,4.47,few clouds
562,Necochea,AR,-38.5473,-58.7368,57.27,68,0,8.37,clear sky
563,Ler,SS,8.3018,30.1418,80.89,47,53,4.54,broken clouds
564,Yinchuan,CN,38.4681,106.2731,52.79,37,96,10.8,overcast clouds
565,Bay Roberts,CA,47.5999,-53.2648,33.01,95,59,1.01,broken clouds
566,Mopti,ML,14.6667,-4.0,80.6,28,0,6.29,clear sky
567,Rupert,US,42.6191,-113.6772,33.8,37,1,8.05,clear sky
568,Makakilo City,US,21.3469,-158.0858,75.2,68,75,6.91,broken clouds
569,Zhucheng,CN,35.9947,119.3975,59.95,72,98,11.36,overcast clouds
570,Barcelos,PT,41.5388,-8.6151,55.4,58,0,13.8,clear sky
571,Newport,GB,51.5877,-2.9984,39.0,81,98,4.21,overcast clouds
572,Kidal,ML,18.4411,1.4078,83.34,11,0,10.85,clear sky
573,Moyale,KE,3.5167,39.0584,68.14,80,67,3.89,broken clouds
574,Shirokiy,RU,49.758,129.523,27.18,94,100,19.08,snow
575,Souillac,MU,-20.5167,57.5167,78.8,89,75,1.14,broken clouds
576,Roma,US,43.2128,-75.4557,53.6,76,90,11.5,overcast clouds
577,Bandarbeyla,SO,9.4942,50.8122,80.31,68,19,5.64,few clouds
578,Xai-Xai,MZ,-25.0519,33.6442,66.45,91,0,3.6,clear sky
579,Huarmey,PE,-10.0681,-78.1522,69.48,85,100,5.93,overcast clouds
580,Shenzhen,CN,22.5455,114.0683,80.01,81,93,5.61,overcast clouds
581,Mallaig,CA,54.2169,-111.3685,28.4,86,50,2.3,scattered clouds
582,Ulladulla,AU,-35.35,150.4667,68.0,30,0,4.61,clear sky
583,Najran,SA,17.4924,44.1277,78.8,29,20,8.05,few clouds
584,Santo Antonio Do Ica,BR,-3.1022,-67.9397,72.41,96,69,2.55,broken clouds
585,Horsham,GB,51.064,-0.3272,33.01,100,13,1.14,few clouds
586,Guasdualito,VE,7.2424,-70.7324,77.0,88,76,1.14,broken clouds
587,Griffith,US,41.5284,-87.4237,50.0,81,90,5.75,overcast clouds
588,Tessalit,ML,20.1986,1.0114,81.14,12,0,8.23,clear sky
589,Shalya,RU,57.2471,58.7298,38.93,84,100,3.94,overcast clouds
590,Kroonstad,ZA,-27.6504,27.2349,59.36,44,0,7.07,clear sky
591,Port Maria,JM,18.3685,-76.8895,73.0,95,67,5.77,broken clouds
592,Ivanivka,UA,46.7208,34.553,47.53,80,100,5.46,overcast clouds
593,Lac Du Bonnet,CA,50.2536,-96.0612,37.0,99,100,5.99,overcast clouds
594,Koshurnikovo,RU,54.1667,93.3,34.18,79,100,2.68,overcast clouds
595,Kologriv,RU,58.8275,44.3178,37.67,78,43,3.11,scattered clouds
596,Roura,GF,4.7263,-52.3274,80.01,100,20,1.21,few clouds
597,Acapulco,MX,16.8634,-99.8901,77.23,73,6,7.9,clear sky
598,Saint-Augustin,CA,51.226,-58.6502,39.88,83,48,21.5,scattered clouds
599,Talnakh,RU,69.4865,88.3972,23.86,86,100,20.78,light snow
600,Ust-Kuyga,RU,70.0167,135.6,6.51,81,37,9.06,scattered clouds
601,Porto Santo,PT,33.072,-16.3415,64.4,94,40,3.44,scattered clouds
602,Buraydah,SA,26.326,43.975,62.6,42,0,12.66,clear sky
603,Mgandu,TZ,-5.95,34.1333,57.99,98,50,6.49,scattered clouds
604,Bismarck,US,46.8083,-100.7837,39.2,65,90,13.8,overcast clouds
605,Dongsheng,CN,39.8161,109.9776,42.13,37,5,24.27,clear sky
606,Nanding,CN,36.7483,118.0558,57.36,76,100,3.38,overcast clouds
607,Arlit,NE,18.7369,7.3853,79.66,9,0,4.29,clear sky
608,Barcelona,ES,41.3888,2.159,50.0,93,90,6.91,light intensity drizzle
609,Ust-Kut,RU,56.7938,105.7672,33.22,72,100,5.37,overcast clouds
610,Olafsvik,IS,64.8945,-23.7142,35.29,80,62,17.22,broken clouds
611,Takoradi,GH,4.8845,-1.7554,80.04,84,52,5.17,broken clouds
612,Ishigaki,JP,24.3448,124.1572,80.6,69,75,12.66,broken clouds
613,Nueva Rosita,MX,27.95,-101.2167,77.0,54,47,1.01,scattered clouds
614,Kibre Mengist,ET,5.8833,38.9833,57.72,95,48,2.77,scattered clouds
615,Zholymbet,KZ,51.7433,71.7122,35.46,86,56,4.61,broken clouds
616,Puerto Escondido,MX,15.85,-97.0667,80.6,78,40,4.61,scattered clouds
617,Koumac,NC,-20.5667,164.2833,78.31,85,100,7.92,overcast clouds
618,Karatau,KZ,43.1667,70.4667,51.87,60,7,4.21,clear sky
619,Catamarca,AR,-28.4696,-65.7852,55.99,92,9,7.49,clear sky
620,Korem,ET,12.5058,39.5228,54.52,86,61,3.42,broken clouds
621,Quarai,BR,-30.3875,-56.4514,56.84,91,73,8.25,broken clouds
622,Dzerzhinskoye,RU,56.8344,95.2283,34.29,98,100,2.98,overcast clouds
623,Viedma,AR,-40.8135,-62.9967,62.42,41,0,11.56,clear sky
624,Vallenar,CL,-28.5708,-70.7581,63.99,59,0,1.92,clear sky
625,Concepcion De Ataco,SV,13.8703,-89.8486,72.0,96,7,0.56,clear sky
626,Walvis Bay,NA,-22.9575,14.5053,81.0,36,0,1.01,clear sky
627,Banjar,ID,-8.19,114.9675,82.4,89,40,12.66,scattered clouds
628,Puerto Leguizamo,CO,-0.1934,-74.7819,72.37,97,100,2.53,overcast clouds
629,Butterworth,MY,5.3991,100.3638,89.6,62,40,6.91,scattered clouds
630,Garowe,SO,8.4054,48.4845,70.95,84,21,9.4,few clouds
631,Hambantota,LK,6.1241,81.1185,86.0,79,40,3.44,scattered clouds
632,Arman,RU,59.7,150.1667,17.33,75,100,11.99,overcast clouds
633,Little Current,CA,45.9793,-81.9248,53.6,87,100,17.27,overcast clouds
634,Rodnykove,UA,45.043,33.9541,46.0,78,100,2.51,overcast clouds
635,Deputatskiy,RU,69.3,139.9,2.03,76,58,3.02,broken clouds
636,Harper,LR,4.375,-7.7169,79.61,83,57,6.13,broken clouds
637,Galesong,ID,-5.3166,119.3661,89.6,66,20,5.75,few clouds
638,Akure,NG,7.2526,5.1931,71.2,88,100,2.75,overcast clouds
639,Grants Pass,US,42.439,-123.3284,53.6,40,1,11.5,clear sky
640,Walla Walla,US,46.0646,-118.343,39.2,41,1,8.05,clear sky
641,San Vicente,AR,-26.6167,-54.1333,60.06,97,100,3.36,light rain
642,Pangnirtung,CA,66.1451,-65.7125,38.84,99,100,4.36,light rain
643,Warri,NG,5.5167,5.75,77.34,90,100,4.43,overcast clouds
644,Scalea,IT,39.813,15.7956,46.0,91,97,1.01,overcast clouds
645,Jiaozuo,CN,35.2397,113.2331,75.2,32,17,9.91,few clouds
646,Andenes,NO,69.3143,16.1194,30.99,86,75,19.57,light snow
647,Pathein,MM,16.7833,94.7333,94.01,39,98,5.77,overcast clouds
648,Nalut,LY,30.3333,10.85,70.25,23,44,12.03,scattered clouds
649,Corn Island,NI,12.1694,-83.0418,81.05,84,100,13.18,overcast clouds
650,Los Llanos De Aridane,ES,28.6585,-17.9182,66.2,82,0,4.61,clear sky
651,Maloy,NO,61.9353,5.1136,37.0,69,100,8.05,overcast clouds
652,Hobyo,SO,5.3505,48.5268,83.71,58,54,13.47,broken clouds
653,Canutama,BR,-6.5339,-64.3831,72.0,98,85,1.52,overcast clouds
654,Larap,PH,14.299,122.6504,82.94,76,94,11.27,overcast clouds
655,Zhangjiakou,CN,40.81,114.8794,49.75,45,100,13.56,overcast clouds
656,Palmas,BR,-10.2128,-48.3603,77.0,83,75,2.64,broken clouds
657,Batsfjord,NO,70.6345,29.7185,32.0,69,0,20.71,light snow
658,Berdigestyakh,RU,62.0989,126.6992,18.72,78,100,3.83,overcast clouds
659,Denton,US,33.2001,-97.1336,71.01,45,1,8.05,clear sky
660,Northam,GB,51.0333,-4.2167,45.0,76,78,13.0,broken clouds
661,Kabardinka,RU,44.6514,37.9428,46.4,81,100,8.95,overcast clouds
662,Kuryk,KZ,43.2,51.65,62.47,39,60,26.8,broken clouds
663,Taltal,CL,-25.4,-70.4833,63.86,79,87,0.72,overcast clouds
664,Benguela,AO,-12.5763,13.4055,79.18,82,13,0.69,few clouds
665,Tommot,RU,58.9564,126.2925,20.73,77,100,8.48,overcast clouds
666,Mehadia,RO,44.9008,22.3669,48.67,71,100,3.2,overcast clouds
667,Massakory,TD,12.996,15.7293,79.9,11,87,11.12,overcast clouds
668,Kijang,KR,35.2442,129.2139,62.6,77,90,4.61,light rain
669,Naze,JP,28.3667,129.4833,75.2,73,75,18.41,broken clouds
670,Kucevo,RS,44.4775,21.67,55.0,44,94,1.99,overcast clouds
671,Quesnel,CA,52.9999,-122.5029,37.4,48,90,2.3,overcast clouds
672,Masaka,UG,-0.3338,31.7341,62.22,97,100,7.56,moderate rain
673,Moussoro,TD,13.6408,16.4901,77.09,11,100,10.02,overcast clouds
674,Luoyang,CN,34.6836,112.4536,71.44,40,50,6.24,scattered clouds
675,Mbeya,TZ,-8.9,33.45,56.41,95,76,4.32,broken clouds
676,Kimbe,PG,-5.5502,150.1429,84.09,73,81,3.67,light rain
677,Kirensk,RU,57.7853,108.1119,31.1,82,100,6.38,overcast clouds
678,Achacachi,BO,-16.05,-68.6833,42.21,88,100,6.67,overcast clouds
679,Galle,LK,6.0367,80.217,83.35,68,43,2.19,scattered clouds
680,Bonavista,CA,48.6499,-53.1147,32.0,100,100,1.14,overcast clouds
681,Diamantino,BR,-14.4086,-56.4461,72.99,84,17,3.2,few clouds
682,Tayu,ID,-6.5397,111.0518,87.08,65,93,2.55,overcast clouds
683,Boulder,US,40.0833,-105.3505,44.6,26,90,9.22,overcast clouds
684,Puerto Madryn,AR,-42.7692,-65.0385,66.94,53,25,11.48,scattered clouds
685,Sao Simao,BR,-21.4792,-47.5508,64.4,72,0,2.35,clear sky
686,College Place,US,46.0493,-118.3883,39.2,41,1,8.05,clear sky
687,Dhidhdhoo,MV,6.8833,73.1,83.21,68,69,2.42,broken clouds
688,Prince George,CA,53.9166,-122.753,33.8,51,90,2.3,overcast clouds
689,Menongue,AO,-14.6585,17.691,57.11,68,23,5.01,few clouds
690,Atasu,KZ,48.6814,71.6433,47.86,40,0,14.79,clear sky
691,Cacapava Do Sul,BR,-30.5122,-53.4914,57.96,79,93,8.97,overcast clouds
692,Byron Bay,AU,-28.65,153.6167,69.01,37,0,10.36,clear sky
693,Uddevalla,SE,58.3478,11.9424,34.0,100,90,3.44,overcast clouds
694,Sena Madureira,BR,-9.0656,-68.6569,71.69,87,71,1.32,broken clouds
695,Mugur-Aksy,RU,50.35,90.5,31.91,31,18,2.75,few clouds
696,Suwannaphum,TH,15.6035,103.8021,96.01,49,0,8.05,clear sky
697,Mayo,US,38.8876,-76.5119,62.01,94,90,5.75,mist
