City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
264,Bambous Virieux,MU,81.0,light rain,-20.3428,57.7575,Casa Tia Villa
266,Polewali,ID,87.13,broken clouds,-3.4324,119.3435,Lilianto Hotel
270,Vila Velha,BR,75.99,few clouds,-20.3297,-40.2925,Quality Suites Vila Velha
274,Wewak,PG,82.13,overcast clouds,-3.5534,143.6268,In Wewak Boutique Hotel
280,Noumea,NC,80.01,light rain,-22.2763,166.4572,Hôtel Le Lagon
282,Paciran,ID,85.39,scattered clouds,-6.8767,112.3761,Tanjung Kodok Beach Resort
286,Alugan,PH,84.29,scattered clouds,12.2188,125.4808,JM Lodge
289,Wanning,CN,83.43,broken clouds,18.8003,110.3967,Paradise Hotel
295,Taysan,PH,84.0,overcast clouds,13.8697,121.0971,Side Way 88 Hotel
296,Kavaratti,IN,83.3,few clouds,10.5669,72.642,Hotels in Lakshadweep Islands
299,Luanda,AO,78.8,broken clouds,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
301,Quatre Cocos,MU,81.0,light rain,-20.2078,57.7625,Emeraude Beach Attitude Hotel
303,Lorengau,PG,76.82,moderate rain,-2.0226,147.2712,Lorengau Harbourside Hotel
306,Puerto Ayora,EC,75.36,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
310,Cozumel,MX,78.8,few clouds,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
312,Vila Do Maio,CV,75.2,clear sky,15.1333,-23.2167,Residence 'I Delfini'
313,Villanueva,HN,80.6,few clouds,15.3167,-88.0,IGLESIA EVANGELICA DEL PRINCIPE DE PAZ
316,Pontianak,ID,87.8,broken clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
317,Cap Malheureux,MU,81.0,light rain,-19.9842,57.6142,Pereybere Hotel & Spa
318,Honiara,SB,81.86,overcast clouds,-9.4333,159.95,Heritage Park Hotel
319,Hadejia,NG,78.66,few clouds,12.4498,10.0444,Kasuwar Kuda Hadejia General Hospital Road
322,Black River,JM,78.8,few clouds,18.0264,-77.8487,Idlers' Rest Beach Hotel
326,Tondano,ID,89.6,few clouds,1.3038,124.9112,Villa Bella
328,Taoudenni,ML,81.52,clear sky,22.6783,-3.9836,
333,Vanimo,PG,81.81,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
335,Neiafu,TO,82.4,light rain,-18.65,-173.9833,Mystic Sands
336,Ugoofaaru,MV,82.9,few clouds,5.6667,73.0,Ungoofaaru Inn
342,Sorong,ID,84.13,few clouds,-0.8833,131.25,waigo splash hotel
344,Yen Bai,VN,77.92,overcast clouds,21.7,104.8667,AK MOTEL
349,Dong Hoi,VN,82.67,few clouds,17.4833,106.6,Nam Long Hotel
351,Tari,NG,79.56,few clouds,12.4086,4.4914,
352,Zacualpan,MX,75.2,broken clouds,21.25,-105.1667,La Colorada B&B
357,Tautira,PF,82.4,broken clouds,-17.7333,-149.15,Pension Oaoa
364,Gao,ML,83.77,clear sky,16.6362,1.6369999999999998,
366,Mersing,MY,87.8,scattered clouds,2.4312,103.8405,Timotel Hotel
367,Aquiraz,BR,78.8,clear sky,-3.9014,-38.3911,Pousada Rua Camurupim
368,Kirakira,SB,81.79,overcast clouds,-10.4544,161.9205,SanBiz Lodge
375,Soanierana Ivongo,MG,77.0,light rain,-16.9167,49.5833,La Concorde
377,Pasni,PK,79.79,clear sky,25.2631,63.471000000000004,Kashmiri Hotal
