City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Traverse City,US,2021-04-06 21:16:44,44.7631,-85.6206,68.0,49,20,9.22
294,Laguna,US,2021-04-06 21:16:38,38.421,-121.4238,75.99,40,1,8.05
295,Veraval,IN,2021-04-06 21:17:33,20.9,70.3667,78.22,75,0,11.34
296,Dzhebariki-Khaya,RU,2021-04-06 21:17:34,62.2167,135.8,-14.13,98,100,2.53
297,Touros,BR,2021-04-06 21:17:34,-5.1989,-35.4608,80.6,74,0,9.22
298,Marzuq,YE,2021-04-06 21:17:34,14.4,46.4667,68.63,42,8,4.12
299,Kiruna,SE,2021-04-06 21:17:35,67.8557,20.2251,30.2,74,90,23.02
300,Svetlaya,RU,2021-04-06 21:17:35,46.5389,138.3297,36.01,75,100,6.26
301,Kosonsoy,UZ,2021-04-06 21:17:35,41.2561,71.5508,50.0,62,0,5.64
302,Fastovetskaya,RU,2021-04-06 21:17:36,45.9189,40.1589,47.8,69,83,10.87
303,Darhan,MN,2021-04-06 21:17:36,49.4867,105.9228,40.26,56,43,1.36
304,Sabang,ID,2021-04-06 21:17:36,5.8933,95.3214,81.41,74,100,11.07
305,Jorpeland,NO,2021-04-06 21:17:37,59.0225,6.0408,36.0,93,20,6.91
306,Carupano,VE,2021-04-06 21:17:37,10.6678,-63.2585,81.99,72,93,13.8
307,Hamilton,US,2021-04-06 21:17:32,39.1834,-84.5333,77.0,41,40,11.5
308,Alice Springs,AU,2021-04-06 21:17:37,-23.7,133.8833,59.0,77,7,5.75
309,Long Beach,US,2021-04-06 21:15:26,33.767,-118.1892,69.01,63,1,10.36
310,West Wendover,US,2021-04-06 21:17:38,40.7391,-114.0733,55.4,21,1,12.66
311,Martapura,ID,2021-04-06 21:17:38,-3.4167,114.85,75.24,96,96,1.45
312,Gat,IL,2021-04-06 21:15:04,31.61,34.7642,73.0,32,75,1.01
313,Barcelos,PT,2021-04-06 21:15:46,41.5388,-8.6151,57.0,100,0,3.11
314,San Pedro,PH,2021-04-06 21:16:30,14.35,121.0167,82.0,73,20,8.43
315,Urucurituba,BR,2021-04-06 21:17:39,-2.6833,-57.6667,81.3,83,98,2.17
316,San Patricio,US,2021-04-06 21:17:39,28.017,-97.5169,82.0,69,75,28.77
317,Isangel,VU,2021-04-06 21:17:40,-19.55,169.2667,80.6,78,20,11.5
318,Sale,MA,2021-04-06 21:17:40,34.0389,-6.8166,62.01,94,75,5.75
319,Tokur,RU,2021-04-06 21:17:40,53.1333,132.9,9.52,95,100,4.94
320,Mitsamiouli,KM,2021-04-06 21:17:41,-11.3847,43.2844,81.95,71,100,12.59
321,Ovsyanka,RU,2021-04-06 21:17:41,55.9575,92.5519,39.2,81,40,8.95
322,Shu,KZ,2021-04-06 21:17:41,43.5983,73.7614,44.2,75,4,5.99
323,Akyab,MM,2021-04-06 21:17:41,20.15,92.9,77.56,78,0,2.86
324,Zhigansk,RU,2021-04-06 21:17:42,66.7697,123.3711,-12.48,99,95,9.91
325,Gumdag,TM,2021-04-06 21:17:42,39.2061,54.5906,56.59,60,3,13.56
326,Codrington,AU,2021-04-06 21:17:43,-38.2667,141.9667,50.81,93,19,6.33
327,Komsomolskiy,UZ,2021-04-06 21:17:43,40.4272,71.7189,50.0,62,92,0.76
328,Manadhoo,MV,2021-04-06 21:17:43,5.7667,73.3833,82.9,70,49,7.99
329,Aquiraz,BR,2021-04-06 21:17:44,-3.9014,-38.3911,82.99,83,0,10.36
330,Ha Tinh,VN,2021-04-06 21:17:44,18.3333,105.9,71.65,92,20,1.41
331,Mahajanga,MG,2021-04-06 21:17:44,-15.7167,46.3167,78.8,89,20,2.3
332,Montemorelos,MX,2021-04-06 21:17:45,25.2,-99.8167,87.01,55,51,3.0
333,San Policarpo,PH,2021-04-06 21:17:45,12.1791,125.5072,78.26,80,50,13.02
334,Qaqortoq,GL,2021-04-06 21:17:45,60.7167,-46.0333,35.6,87,75,2.3
335,Avera,US,2021-04-06 21:17:46,33.194,-82.5271,82.4,24,1,3.44
336,Guerrero Negro,MX,2021-04-06 21:17:46,27.9769,-114.0611,71.46,49,98,18.84
337,Ossora,RU,2021-04-06 21:17:46,59.2353,163.0719,12.94,92,100,4.29
338,Yamada,JP,2021-04-06 21:17:47,39.4667,141.95,38.41,76,100,1.19
339,Manaure,CO,2021-04-06 21:17:47,11.7751,-72.4445,85.57,61,100,15.05
340,Puerto Ayacucho,VE,2021-04-06 21:17:47,5.6639,-67.6236,80.04,80,98,4.47
341,Tingi,TZ,2021-04-06 21:17:48,-11.3,35.0333,63.0,95,91,4.29
342,Chapais,CA,2021-04-06 21:17:48,49.7834,-74.8492,53.6,47,1,2.3
343,Umm Lajj,SA,2021-04-06 21:17:48,25.0213,37.2685,78.67,50,0,2.24
344,Skole,UA,2021-04-06 21:17:49,49.0372,23.5135,28.0,83,100,3.47
345,Nha Trang,VN,2021-04-06 21:17:49,12.25,109.1833,77.0,78,20,5.75
346,Khorixas,NA,2021-04-06 21:17:50,-20.3667,14.9667,77.79,35,51,8.39
347,Yemelyanovo,RU,2021-04-06 21:17:50,56.1681,92.6767,39.2,81,40,8.95
348,Baihar,IN,2021-04-06 21:17:50,22.1,80.55,79.47,16,0,3.69
349,Rio Grande,BR,2021-04-06 21:17:51,-32.035,-52.0986,78.8,73,40,11.5
350,Ostrovnoy,RU,2021-04-06 21:17:51,68.0531,39.5131,31.19,86,100,17.16
351,Olafsvik,IS,2021-04-06 21:17:51,64.8945,-23.7142,28.04,67,73,5.48
352,Carbonia,IT,2021-04-06 21:17:51,39.1672,8.5222,54.0,87,20,14.97
353,Yushu,CN,2021-04-06 21:17:52,44.8,126.5333,28.38,32,0,5.17
354,Kemijarvi,FI,2021-04-06 21:17:52,66.7131,27.4306,28.13,94,38,7.52
355,Yining,CN,2021-04-06 21:17:52,29.0361,114.5636,58.05,98,100,2.44
356,Kamennogorsk,RU,2021-04-06 21:17:53,60.9545,29.1339,33.01,93,81,1.99
357,Kharitonovo,RU,2021-04-06 21:17:53,61.4009,47.4978,34.83,92,56,11.1
358,Ukiah,US,2021-04-06 21:17:54,39.1502,-123.2078,75.99,33,1,10.36
359,Shimoda,JP,2021-04-06 21:17:54,34.6667,138.95,48.99,80,74,6.58
360,Worthington,US,2021-04-06 21:17:54,40.0931,-83.018,78.01,31,1,16.11
361,Chuy,UY,2021-04-06 21:17:55,-33.6971,-53.4616,70.41,79,10,7.83
362,Havelock,US,2021-04-06 21:17:55,34.8791,-76.9013,82.4,23,1,10.36
363,Peace River,CA,2021-04-06 21:13:06,56.2501,-117.286,46.4,46,75,12.66
364,Urucara,BR,2021-04-06 21:17:55,-2.5364,-57.76,82.69,80,91,1.72
365,Eaglesfield,GB,2021-04-06 21:17:56,54.6406,-3.4044,28.99,74,4,11.7
366,Malanje,AO,2021-04-06 21:17:56,-9.5402,16.341,65.05,92,92,2.82
367,Blagoyevo,RU,2021-04-06 21:17:56,63.3667,47.9167,36.88,87,80,11.77
368,Geraldton,AU,2021-04-06 21:17:57,-28.7667,114.6,68.0,83,36,5.75
369,Samarai,PG,2021-04-06 21:17:57,-10.6167,150.6667,82.13,78,93,10.89
370,Qujing,CN,2021-04-06 21:17:57,25.4833,103.7833,50.0,98,90,1.01
371,Sonoita,MX,2021-04-06 21:17:58,31.85,-112.8333,88.0,12,99,13.42
372,Dakar,SN,2021-04-06 21:13:45,14.6937,-17.4441,71.6,73,0,11.5
373,Juba,SS,2021-04-06 21:17:58,4.8517,31.5825,77.9,54,100,1.19
374,Carson City,US,2021-04-06 21:15:14,39.1638,-119.7674,66.0,14,1,9.22
375,Verguleasa,RO,2021-04-06 21:17:59,44.65,24.3167,42.01,75,0,8.05
376,Kalaleh,IR,2021-04-06 21:16:53,37.3807,55.4916,55.4,88,90,6.91
377,Ilhabela,BR,2021-04-06 21:14:42,-23.7781,-45.3581,73.33,85,100,8.19
378,Tashla,RU,2021-04-06 21:17:59,51.7716,52.7427,34.14,99,100,11.83
379,Road Town,VG,2021-04-06 21:13:11,18.4167,-64.6167,80.6,61,20,5.75
380,Casino,AU,2021-04-06 21:18:00,-28.8667,153.05,68.0,94,100,8.05
381,Mahasamund,IN,2021-04-06 21:18:00,21.1,82.1,79.63,14,0,5.3
382,Mareeba,AU,2021-04-06 21:18:00,-17.0,145.4333,73.99,94,99,4.0
383,Adre,TD,2021-04-06 21:18:01,13.4667,22.2,81.64,11,0,8.3
384,Wuchi,CN,2021-04-06 21:18:01,29.3786,103.023,43.68,94,100,2.17
385,Moose Factory,CA,2021-04-06 21:18:01,51.2585,-80.6094,41.0,81,90,3.44
386,Alexandria,EG,2021-04-06 21:18:02,31.2156,29.9553,66.2,82,0,2.3
387,Chapleau,CA,2021-04-06 21:18:02,47.8405,-83.4034,59.0,67,75,6.91
388,Sitka,US,2021-04-06 21:18:02,57.0531,-135.33,33.8,93,90,6.93
389,Wasilla,US,2021-04-06 21:17:05,61.5814,-149.4394,26.01,36,1,4.61
390,Iguape,BR,2021-04-06 21:18:03,-24.7081,-47.5553,72.27,88,100,12.06
391,Isiro,CD,2021-04-06 21:18:03,2.7739,27.616,66.38,96,64,1.72
392,Whitehorse,CA,2021-04-06 21:18:03,60.7161,-135.0538,19.99,53,90,9.22
393,Victor Harbor,AU,2021-04-06 21:18:04,-35.5667,138.6167,62.01,100,0,4.27
394,Half Moon Bay,US,2021-04-06 21:18:04,37.4636,-122.4286,64.99,76,90,8.77
395,Palmer,US,2021-04-06 21:18:04,42.1584,-72.3287,66.2,26,20,10.36
396,Sanchor,IN,2021-04-06 21:18:05,24.7553,71.7722,77.02,65,0,9.33
397,Bonthe,SL,2021-04-06 21:18:05,7.5264,-12.505,80.31,82,23,3.62
398,Saint-Francois,FR,2021-04-06 21:18:05,46.4154,3.9054,37.4,48,0,6.91
399,Slave Lake,CA,2021-04-06 21:18:06,55.2834,-114.769,46.4,42,90,1.25
400,Usak,TR,2021-04-06 21:18:06,38.5,29.4167,52.45,43,1,10.27
401,Garissa,KE,2021-04-06 21:18:06,-0.4536,39.6401,81.91,72,20,15.99
402,Jaguey Grande,CU,2021-04-06 21:18:07,22.5269,-81.1286,78.8,57,40,14.97
403,Otane,NZ,2021-04-06 21:18:07,-39.8833,176.6333,63.0,77,2,3.0
404,Antofagasta,CL,2021-04-06 21:18:07,-23.65,-70.4,72.0,77,40,14.97
405,Marystown,CA,2021-04-06 21:13:12,47.1666,-55.1483,40.53,96,100,12.35
406,Lugovoy,KZ,2021-04-06 21:18:08,42.9472,72.7644,42.3,78,0,1.79
407,Vila Velha,BR,2021-04-06 21:15:03,-20.3297,-40.2925,81.0,73,20,9.22
408,Arlit,NE,2021-04-06 21:18:08,18.7369,7.3853,84.69,5,3,5.19
409,Capreol,CA,2021-04-06 21:18:09,46.706,-80.9225,50.0,57,90,6.91
410,Teguise,ES,2021-04-06 21:18:03,29.0605,-13.564,64.4,68,20,9.22
411,Beaverlodge,CA,2021-04-06 21:18:09,55.2166,-119.4361,42.8,61,75,18.41
412,Naze,JP,2021-04-06 21:16:35,28.3667,129.4833,61.75,56,2,20.56
413,Bunbury,AU,2021-04-06 21:18:09,-33.3333,115.6333,59.0,90,98,5.44
414,Kaitangata,NZ,2021-04-06 21:18:10,-46.2817,169.8464,57.99,76,100,8.99
415,Dhenkanal,IN,2021-04-06 21:18:10,20.6667,85.6,78.8,94,1,9.22
416,Ankang,CN,2021-04-06 21:18:10,32.68,109.0172,54.55,93,100,1.72
417,Filadelfia,US,2021-04-06 21:15:10,39.9523,-75.1638,72.0,16,40,11.5
418,Kenitra,MA,2021-04-06 21:18:11,34.261,-6.5802,60.8,94,75,5.75
419,Nouadhibou,MR,2021-04-06 21:18:11,20.931,-17.0347,66.2,77,0,14.97
420,Hokitika,NZ,2021-04-06 21:18:11,-42.7167,170.9667,56.55,73,8,3.31
421,Mulanje,MW,2021-04-06 21:18:12,-16.0316,35.5,63.75,92,26,8.01
422,Carutapera,BR,2021-04-06 21:18:12,-1.195,-46.02,79.14,79,73,8.34
423,Cam Ranh,VN,2021-04-06 21:18:12,11.9214,109.1591,77.0,78,20,5.75
424,Mirabad,AF,2021-04-06 21:18:13,30.4362,61.8383,68.29,12,0,8.12
425,Safford,US,2021-04-06 21:18:13,32.834,-109.7076,84.2,8,1,23.02
426,Tucumcari,US,2021-04-06 21:18:13,35.1717,-103.725,84.2,7,1,29.93
427,Sekoma,BW,2021-04-06 21:18:14,-24.4,23.8833,72.14,49,93,9.17
428,Marigot,MF,2021-04-06 21:18:14,18.0667,-63.0833,80.6,74,20,8.05
429,Felipe Carrillo Puerto,MX,2021-04-06 21:18:14,19.5833,-88.05,82.96,50,100,6.98
430,Nanakuli,US,2021-04-06 21:18:15,21.3906,-158.1547,80.6,44,20,12.66
431,Dovolnoye,RU,2021-04-06 21:18:15,54.4958,79.6671,23.34,97,22,7.83
432,Banjar,ID,2021-04-06 21:18:15,-8.19,114.9675,78.8,89,75,19.57
433,Luoyang,CN,2021-04-06 21:18:16,34.6836,112.4536,54.14,56,100,1.66
434,Along,IN,2021-04-06 21:18:16,28.1667,94.7667,62.58,55,22,1.99
435,Erenhot,CN,2021-04-06 21:18:16,43.6475,111.9767,39.63,43,8,6.58
436,Taltal,CL,2021-04-06 21:18:17,-25.4,-70.4833,70.36,72,29,7.47
437,Ahipara,NZ,2021-04-06 21:18:17,-35.1667,173.1667,64.8,73,100,8.43
438,Pimentel,PE,2021-04-06 21:18:17,-6.8367,-79.9342,78.8,61,0,19.57
439,San-Pedro,CI,2021-04-06 21:18:18,4.7485,-6.6363,80.02,87,47,4.9
440,Oistins,BB,2021-04-06 21:18:18,13.0667,-59.5333,82.4,57,40,14.97
441,Nuevo Laredo,MX,2021-04-06 21:18:18,27.4763,-99.5164,93.2,29,1,16.11
442,San Ramon,US,2021-04-06 21:14:44,37.7799,-121.978,71.01,45,1,5.61
443,Nishihara,JP,2021-04-06 21:18:19,26.1842,127.7558,66.2,72,20,11.5
444,Hovtashen,AM,2021-04-06 21:18:19,40.0251,44.4513,51.8,54,20,5.75
445,Cartagena,CO,2021-04-06 21:17:16,10.3997,-75.5144,87.8,70,75,12.66
446,Kieta,PG,2021-04-06 21:18:20,-6.2167,155.6333,79.92,83,100,0.98
447,Saint-Leu,RE,2021-04-06 21:18:20,-21.15,55.2833,78.8,69,0,5.75
448,Choszczno,PL,2021-04-06 21:18:20,53.169,15.4205,35.01,80,95,4.0
449,San Cristobal,VE,2021-04-06 21:18:20,7.7669,-72.225,87.8,48,40,11.5
450,Xining,CN,2021-04-06 21:18:21,36.6167,101.7667,36.59,76,100,3.02
451,Rameswaram,IN,2021-04-06 21:18:21,9.2833,79.3,81.91,73,66,17.69
452,Viedma,AR,2021-04-06 21:18:21,-40.8135,-62.9967,81.57,41,100,20.09
453,Boende,CD,2021-04-06 21:18:22,-0.2167,20.8667,71.78,95,85,1.57
454,Yumen,CN,2021-04-06 21:18:22,40.2833,97.2,43.03,50,0,9.95
455,Reyes,BO,2021-04-06 21:18:22,-14.3167,-67.3833,89.6,66,40,3.42
456,Bone,DE,2021-04-06 21:18:23,51.9669,12.1396,35.01,83,100,5.01
457,Northam,GB,2021-04-06 21:18:23,51.0333,-4.2167,39.99,73,66,11.99
458,Warrington,GB,2021-04-06 21:18:23,53.3925,-2.5802,34.0,82,21,6.76
459,Brockville,CA,2021-04-06 21:18:00,44.5834,-75.6826,60.8,16,1,6.91
460,Lamar,US,2021-04-06 21:18:24,33.6668,-95.5836,78.01,61,90,21.85
461,Lorengau,PG,2021-04-06 21:18:25,-2.0226,147.2712,81.72,76,87,7.45
462,Axim,GH,2021-04-06 21:15:01,4.8699,-2.2405,80.58,85,9,9.1
463,Saint-Pierre,RE,2021-04-06 21:18:25,-21.3393,55.4781,78.8,69,0,5.75
464,Constitucion,CL,2021-04-06 21:18:26,-35.3333,-72.4167,62.74,70,96,6.33
465,Waingapu,ID,2021-04-06 21:18:26,-9.6567,120.2641,77.02,85,99,4.36
466,Pisco,PE,2021-04-06 21:18:26,-13.7,-76.2167,77.0,65,0,20.71
467,Lucapa,AO,2021-04-06 21:18:27,-8.4192,20.7447,67.08,92,80,2.19
468,Kuytun,RU,2021-04-06 21:18:27,54.3419,101.5036,30.54,99,100,4.36
469,Husavik,IS,2021-04-06 21:18:27,66.0449,-17.3389,15.8,62,0,3.44
470,Corowa,AU,2021-04-06 21:18:27,-36.0333,146.3833,55.99,93,2,6.38
471,Taoudenni,ML,2021-04-06 21:18:28,22.6783,-3.9836,85.6,11,0,9.08
472,Warrnambool,AU,2021-04-06 21:17:13,-38.3833,142.4833,46.99,95,7,4.74
473,Potosi,BO,2021-04-06 21:18:28,-19.5836,-65.7531,52.11,48,94,7.02
474,Tibu,CO,2021-04-06 21:18:29,8.639,-72.7358,90.61,55,75,2.68
475,Myitkyina,MM,2021-04-06 21:18:14,25.3833,97.4,65.44,93,72,1.83
476,Eyl,SO,2021-04-06 21:18:29,7.9803,49.8164,77.36,60,83,11.77
477,Pangai,TO,2021-04-06 21:18:29,-19.8,-174.35,80.6,69,20,4.61
478,Kargopol,RU,2021-04-06 21:18:30,61.5071,38.9456,29.8,93,86,7.14
479,Mayumba,GA,2021-04-06 21:18:30,-3.432,10.6554,78.51,91,99,5.08
480,Bandarban,BD,2021-04-06 21:18:30,22.1965,92.2262,68.54,97,15,2.82
481,Riberalta,BO,2021-04-06 21:18:31,-10.9833,-66.1,91.4,58,75,1.77
482,Sao Gabriel Da Cachoeira,BR,2021-04-06 21:18:31,-0.1303,-67.0892,79.7,93,55,1.59
483,Gaurnadi,BD,2021-04-06 21:18:31,22.9667,90.2333,74.32,79,0,5.77
484,Dwarka,IN,2021-04-06 21:18:32,22.2394,68.9678,79.99,76,0,12.57
485,Caucaia,BR,2021-04-06 21:18:32,-3.7361,-38.6531,82.99,83,0,10.36
486,Gamba,GA,2021-04-06 21:18:32,-2.65,10.0,77.65,90,97,4.29
487,Saint Anthony,US,2021-04-06 21:18:33,45.0205,-93.218,69.8,63,90,6.91
488,Mecca,SA,2021-04-06 21:15:34,21.4267,39.8261,80.71,43,1,3.78
489,Lata,PT,2021-04-06 21:18:33,40.1629,-8.3327,57.0,94,44,1.1
490,Berlevag,NO,2021-04-06 21:18:33,70.8578,29.0864,32.0,69,0,20.71
491,Bajil,YE,2021-04-06 21:18:34,15.0584,43.2851,82.44,56,11,4.59
492,Bardiyah,LY,2021-04-06 21:18:34,31.7561,25.0865,60.19,84,55,14.61
493,Togul,RU,2021-04-06 21:18:34,53.465,85.9128,33.3,99,100,3.74
494,Novaya Igirma,RU,2021-04-06 21:18:35,57.1334,103.9112,27.23,98,95,3.8
495,Padang,ID,2021-04-06 21:18:35,-0.9492,100.3543,75.2,94,20,3.44
496,Nacogdoches,US,2021-04-06 21:16:02,31.6002,-94.6335,82.0,54,75,16.11
497,Pirmasens,DE,2021-04-06 21:18:35,49.2015,7.6053,34.0,80,40,13.8
498,Riyadh,SA,2021-04-06 21:17:53,24.6877,46.7219,75.2,15,0,3.44
499,Balagansk,RU,2021-04-06 21:18:36,54.0103,103.0544,30.49,98,100,3.02
500,Bell Ville,AR,2021-04-06 21:18:36,-32.6259,-62.6887,82.0,56,8,15.01
501,Erdenet,MN,2021-04-06 21:18:37,49.0333,104.0833,34.65,55,35,1.32
502,Acarau,BR,2021-04-06 21:18:37,-2.8856,-40.12,80.85,77,100,13.94
503,Sorong,ID,2021-04-06 21:18:37,-0.8833,131.25,79.9,80,97,0.98
504,Kafanchan,NG,2021-04-06 21:18:38,9.5833,8.3,82.71,27,89,1.77
505,Merrill,US,2021-04-06 21:16:00,45.1805,-89.6835,78.8,41,40,8.05
506,Kumukh,RU,2021-04-06 21:18:38,42.1704,47.1161,42.06,75,18,7.81
507,Quatre Cocos,MU,2021-04-06 21:18:38,-20.2078,57.7625,77.0,94,40,6.91
508,Yulara,AU,2021-04-06 21:18:39,-25.2406,130.9889,62.6,55,1,5.75
509,Comodoro Rivadavia,AR,2021-04-06 21:18:39,-45.8667,-67.5,68.0,64,20,9.22
510,Cozumel,MX,2021-04-06 21:16:26,20.5083,-86.9458,80.6,61,90,12.66
511,Nipawin,CA,2021-04-06 21:18:39,53.3668,-104.0009,53.6,35,1,9.22
512,Tugaya,PH,2021-04-06 21:18:40,7.8828,124.174,67.08,94,100,2.3
513,Carauari,BR,2021-04-06 21:18:40,-4.8828,-66.8958,81.34,91,100,1.99
514,Kangaatsiaq,GL,2021-04-06 21:18:40,68.3065,-53.4641,16.43,76,87,5.88
515,Noyabrsk,RU,2021-04-06 21:18:41,63.1994,75.4507,31.53,99,100,4.07
516,Marawi,PH,2021-04-06 21:18:41,7.9986,124.2928,75.99,88,100,4.0
517,Dorverden,DE,2021-04-06 21:18:41,52.85,9.2333,33.8,86,20,12.66
518,Muriti,TZ,2021-04-06 21:18:42,-1.9833,32.9167,69.85,85,100,11.14
519,Lagoa,PT,2021-04-06 21:18:42,39.05,-27.9833,60.04,83,100,9.48
520,Semnan,IR,2021-04-06 21:18:42,35.5729,53.3971,62.82,25,0,3.11
521,Cap Malheureux,MU,2021-04-06 21:18:43,-19.9842,57.6142,77.0,94,40,6.91
522,Teguldet,RU,2021-04-06 21:18:43,57.3064,88.1667,32.9,89,100,9.15
523,Cambrai,FR,2021-04-06 21:18:43,50.1667,3.4167,33.01,79,77,3.0
524,Korla,CN,2021-04-06 21:18:44,41.7597,86.1469,54.68,27,100,9.1
525,Manbij,SY,2021-04-06 21:18:44,36.5281,37.9549,55.4,67,0,6.91
526,San Jose,US,2021-04-06 21:16:25,37.3394,-121.895,72.0,48,20,5.75
527,Yangjiang,CN,2021-04-06 21:18:44,21.85,111.9667,72.12,86,61,6.31
528,Ajdabiya,LY,2021-04-06 21:18:45,30.7554,20.2263,61.18,76,0,12.21
529,Black River,JM,2021-04-06 21:18:45,18.0264,-77.8487,82.0,74,20,21.85
530,Ust-Abakan,RU,2021-04-06 21:18:45,53.8525,91.3742,37.4,75,0,2.24
531,Flinders,AU,2021-04-06 21:18:46,-34.5833,150.8552,64.99,93,44,4.88
532,Sarkand,KZ,2021-04-06 21:18:46,45.41,79.9186,41.79,68,100,3.27
533,Tvoroyri,FO,2021-04-06 21:18:46,61.5556,-6.8111,28.4,69,75,18.41
534,Kirakira,SB,2021-04-06 21:18:47,-10.4544,161.9205,79.79,86,81,12.21
535,Camapua,BR,2021-04-06 21:18:47,-19.5314,-54.0439,86.2,37,74,7.29
536,Port-Gentil,GA,2021-04-06 21:18:47,-0.7193,8.7815,77.0,94,75,2.3
537,Ca Mau,VN,2021-04-06 21:18:47,9.1769,105.15,78.64,77,88,5.7
538,Tocopilla,CL,2021-04-06 21:18:48,-22.092,-70.1979,72.95,73,22,15.48
539,Santa Rosa,PH,2021-04-06 21:18:48,14.3122,121.1114,82.0,73,20,8.93
540,Saurimo,AO,2021-04-06 21:18:48,-9.6608,20.3916,66.42,91,100,0.74
541,Fairbanks,US,2021-04-06 21:16:45,64.8378,-147.7164,12.0,61,20,1.79
542,Muzhi,RU,2021-04-06 21:18:49,65.3667,64.6667,8.1,98,29,2.71
543,Gumla,IN,2021-04-06 21:18:49,23.05,84.55,73.13,21,0,3.02
544,Santa Marta,CO,2021-04-06 21:18:50,11.2408,-74.199,87.8,70,75,3.44
545,Kununurra,AU,2021-04-06 21:18:50,-15.7667,128.7333,71.6,100,40,3.11
546,Huilong,CN,2021-04-06 21:18:50,31.8111,121.655,55.99,76,100,1.01
547,Cockburn Town,TC,2021-04-06 21:18:51,21.4612,-71.1419,74.25,67,100,17.98
548,Eydhafushi,MV,2021-04-06 21:18:51,5.1033,73.0708,83.71,66,100,6.15
549,Bayanday,RU,2021-04-06 21:18:51,53.0661,105.5139,25.03,94,42,1.95
550,Skovorodino,RU,2021-04-06 21:18:51,53.9833,123.9167,1.9,92,4,3.74
551,Jinxiang,CN,2021-04-06 21:18:52,27.4327,120.6062,54.59,80,56,5.88
552,Emmett,US,2021-04-06 21:18:52,43.8735,-116.4993,61.0,32,0,5.01
553,Sinnamary,GF,2021-04-06 21:18:53,5.3833,-52.95,79.66,81,82,10.69
554,Bathsheba,BB,2021-04-06 21:18:53,13.2167,-59.5167,82.4,57,40,14.97
555,Deli Tua,ID,2021-04-06 21:18:53,3.5078,98.6839,77.0,100,40,2.86
556,Verkhnyaya Inta,RU,2021-04-06 21:18:54,65.9811,60.3094,25.47,83,74,6.85
557,Kearney,US,2021-04-06 21:15:18,40.6995,-99.0815,77.0,53,75,24.16
558,Xai-Xai,MZ,2021-04-06 21:15:15,-25.0519,33.6442,69.42,75,0,4.99
559,Markivka,UA,2021-04-06 21:18:54,49.5229,39.5705,41.18,73,5,7.38
560,San Quintin,MX,2021-04-06 21:18:55,30.4833,-115.95,66.15,62,87,19.06
561,Carahue,CL,2021-04-06 21:18:55,-38.7,-73.1667,64.4,77,75,6.91
562,Novominskaya,RU,2021-04-06 21:18:55,46.3163,38.9586,46.9,88,90,8.19
563,Astoria,US,2021-04-06 21:15:05,46.1879,-123.8313,55.99,62,1,11.5
564,Barroquinha,BR,2021-04-06 21:18:56,-3.0189,-41.1361,79.07,80,100,7.16
565,Omsukchan,RU,2021-04-06 21:18:56,62.5333,155.8,6.28,93,100,2.3
566,Imbituba,BR,2021-04-06 21:18:08,-28.24,-48.6703,73.4,73,75,4.61
567,Bergen,NO,2021-04-06 21:18:57,60.392,5.328,37.4,87,75,3.44
568,Beringovskiy,RU,2021-04-06 21:18:57,63.05,179.3167,-3.03,84,12,7.0
569,Nehe,CN,2021-04-06 21:18:57,48.4833,124.8333,23.77,37,0,7.05
570,Nabire,ID,2021-04-06 21:18:58,-3.3667,135.4833,76.69,92,99,2.95
571,Sile,TR,2021-04-06 21:18:58,41.1754,29.6133,55.4,76,0,6.91
572,Xinmin,CN,2021-04-06 21:18:58,41.9908,122.8253,41.0,26,0,11.18
573,San Carlos De Bariloche,AR,2021-04-06 21:14:17,-41.1456,-71.3082,59.0,55,75,17.27
574,Aswan,EG,2021-04-06 21:18:59,24.0934,32.907,81.61,9,0,8.66
575,Batagay-Alyta,RU,2021-04-06 21:18:59,67.8006,130.4114,-27.22,97,15,5.53
